Journal	Top 5 Dummy	Date	Role	First name	Surname	Affiliation 1	Country 1	Continent 1	Location 1	lat	lon	Affiliation 2	Country 2	Continent 2	Location 2	lat2	lon2
Economic Theory	0	29/7/20	Editorial Board	Pavlo	Prokopovych	Kyiv School of Economics	Ukraine	Europe	50.455959, 30.487742	50.455959	30.487742						
Economic Theory	0	29/7/20	Editorial Board	Cheng-Zhong 	Qin	UC Santa Barbara	USA	North America	34.413892, -119.849096	34.413892	-119.849096						
Economic Theory	0	29/7/20	Editorial Board	John	Quah	Johns Hopkins, Baltimore, Maryland	USA	North America	39.329914, -76.620486	39.329914	-76.620486	NUS	Singapore	Asia	1.296691, 103.776297	1.296691	103.776297
Economic Theory	0	29/7/20	Editorial Board	Erwan	Quintin	Wisconsin, Madison	USA	North America	43.076647, -89.412647	43.076647	-89.412647						
Economic Theory	0	29/7/20	Editorial Board	Frank	Riedel	Bielefeld	Germany	Europe	52.036684, 8.495220	52.036684	8.49522						
Economic Theory	0	29/7/20	Editorial Board	Klaus	Ritzberger	Royal Holloway, Egham	UK	Europe	51.425662, -0.560997	51.425662	-0.560997						
Economic Theory	0	29/7/20	Editorial Board	Marzena	Rostek	Wisconsin, Madison	USA	North America	43.076647, -89.412648	43.076647	-89.412648						
Economic Theory	0	29/7/20	Editorial Board	Hamid	Sabourian	Cambridge	UK	Europe	52.204273, 0.114953	52.204273	0.114953						
Economic Theory	0	29/7/20	Editorial Board	Alvaro	Sandroni	Northwestern, Evanston, Illinois	USA	North America	42.056483, -87.675125	42.056483	-87.675125						
Economic Theory	0	29/7/20	Editorial Board	Martin	Schneider	Stanford, California	USA	North America	37.427436, -122.169784	37.427436	-122.169784						
Economic Theory	0	29/7/20	Editorial Board	Arunava	Sen	ISI, New Delhi	India	Asia	28.539641, 77.185731	28.539641	77.185731						
Economic Theory	0	29/7/20	Editorial Board	Takuo	Sugaya	Stanford, California	USA	North America	37.427436, -122.169785	37.427436	-122.169785						
Economic Theory	0	29/7/20	Editorial Board	Yeneng	Sun	NUS	Singapore	Asia	1.296691, 103.776297	1.296691	103.776297						
Economic Theory	0	29/7/20	Editorial Board	Satoru	Takahashi	NUS	Singapore	Asia	1.296691, 103.776297	1.296691	103.776297						
Economic Theory	0	29/7/20	Editorial Board	Ted	Temzelides	Rice, Houston	USA	North America	29.717245, -95.401702	29.717245	-95.401702						
Economic Theory	0	29/7/20	Editorial Board	Alexis	Toda	UC San Diego	USA	North America	32.880223, -117.234104	32.880223	-117.234104						
Economic Theory	0	29/7/20	Editorial Board	Rabee	Tourky	ANU	Australia	Australasia	-35.277709, 149.118366	-35.277709	149.118366						
Economic Theory	0	29/7/20	Editorial Board	Yiannis	Vailakis	Glasgow	UK	Europe	55.872145, -4.288042	55.872145	-4.288042						
Economic Theory	0	29/7/20	Editorial Board	Anne	Villamil	Iowa, Iowa City, Iowa	USA	North America	41.661234, -91.536157	41.661234	-91.536157						
Economic Theory	0	29/7/20	Editorial Board	Andy	Zapechelnyuk	St Andrews	UK	Europe	56.341663, -2.794300	56.341663	-2.7943						
Energy Economics	0	29/7/20	Associate editor	P	Agnolucci	UCL	UK	Europe	51.524643, -0.134041	51.524643	-0.134041						
Energy Economics	0	29/7/20	Associate editor	N	Apergis	Piraeus	Greece	Europe	37.941708, 23.652847	37.941708	23.652847						
Energy Economics	0	29/7/20	Associate editor	E	Baker	Massachusetts, Amherst	USA	North America	42.386633, -72.530030	42.386633	-72.53003						
Energy Economics	0	29/7/20	Associate editor	SP	Brown	Resources for the future, Washington DC	USA	North America	38.909661, -77.037614	38.909661	-77.037614						
Energy Economics	0	29/7/20	Associate editor	J	Chevallier	Paris 8	France	Europe	48.944763, 2.362975	48.944763	2.362975						
Energy Economics	0	29/7/20	Associate editor	K	Fisher-Vanden	Pennsylvania State University, State College, Pennsylvania	USA	North America	40.798132, -77.860245	40.798132	-77.860245						
Energy Economics	0	29/7/20	Associate editor	R	Gerlagh	Manchester	UK	Europe	53.466910, -2.233961	53.46691	-2.233961						
Energy Economics	0	29/7/20	Associate editor	RJ	Green	Imperial College London	UK	Europe	51.498792, -0.174876	51.498792	-0.174876						
Energy Economics	0	29/7/20	Associate editor	LA	Greening	Tennessee, Knoxville, Tennessee	USA	North America	35.954419, -83.929671	35.954419	-83.929671						
Energy Economics	0	29/7/20	Associate editor	S	Hammoudeh	Drexel University, Philadelphia	USA	North America	39.956530, -75.190062	39.95653	-75.190062						
Energy Economics	0	29/7/20	Associate editor	B	Hobbs	Johns Hopkins, Baltimore, Maryland	USA	North America	39.329914, -76.620488	39.329914	-76.620488						
Energy Economics	0	29/7/20	Associate editor	B-N	Huang	National Chung Cheng University, Chia-Yi	Taiwan	Asia	23.563435, 120.472733	23.563435	120.472733						
Energy Economics	0	29/7/20	Associate editor	R	Huisman	Erasmus University, Rotterdam	Netherlands	Europe	51.916600, 4.525783	51.9166	4.525783						
Energy Economics	0	29/7/20	Associate editor	C-C	Lee	Nanchang	China	Asia	28.683656, 115.937347	28.683656	115.937347						
Energy Economics	0	29/7/20	Associate editor	T	Lin	National Dong Hua University, Shoufeng	Taiwan	Asia	23.897705, 121.541673	23.897705	121.541673						
Energy Economics	0	29/7/20	Associate editor	H	Ma	Henan Agricultural University, Zhengzhou	China	Asia	34.785639, 113.663203	34.785639	113.663203						
Energy Economics	0	29/7/20	Associate editor	A	Maeda	Tokyo	Japan	Asia	35.712673, 139.761667	35.712673	139.761667						
Energy Economics	0	29/7/20	Associate editor	H	Mohammadi	Illinois State University, Normal, Illinois	USA	North America	40.512060, -88.993490	40.51206	-88.99349						
Energy Economics	0	29/7/20	Associate editor	W	Oh	Hangkuk University, Yongin-si	South Korea	Asia	37.597269, 127.058775	37.597269	127.058775						
Energy Economics	0	29/7/20	Associate editor	C	Pasurka	US EPA, Washington DC	USA	North America	38.892625, -77.029040	38.892625	-77.02904						
Energy Economics	0	29/7/20	Associate editor	JE	Payne	UT El Paso	USA	North America	31.770909, -106.504898	31.770909	-106.504898						
Energy Economics	0	29/7/20	Associate editor	D	Popp	Syracuse, Syracuse, NY	USA	North America	43.039157, -76.135148	43.039157	-76.135148						
Energy Economics	0	29/7/20	Associate editor	RA	Ratti	Missouri, Columbia, Missouri	USA	North America	38.940381, -92.327995	38.940381	-92.327995						
Energy Economics	0	29/7/20	Associate editor	K	Rehdanz	Hamburg	Germany	Europe	53.566481, 9.984523	53.566481	9.984523						
Energy Economics	0	29/7/20	Associate editor	A	Serletis	Calgary	Canada	North America	51.077591, -114.140931	51.077591	-114.140931						
Energy Economics	0	29/7/20	Associate editor	A	Siddiqui	UCL	UK	Europe	51.524643, -0.134037	51.524643	-0.134037	Stockholm University	Sweden	Europe	59.362286, 18.057810	59.362286	18.05781
Energy Economics	0	29/7/20	Associate editor	Y	Smeers	Catholic University of Louvain, Louvain-la-Neuve	Belgium	Europe	50.669803, 4.615559	50.669803	4.615559						
Energy Economics	0	29/7/20	Associate editor	B	Su	NUS	Singapore	Asia	1.296691, 103.776297	1.296691	103.776297						
Energy Economics	0	29/7/20	Associate editor	S	Wang	Shenzhen Institute of Advanced Technology, Shenzhen	China	Asia	22.597246, 113.991407	22.597246	113.991407						
Energy Economics	0	29/7/20	Associate editor	T	Zachariadis	Cyprus University of Technology, Lemesos	Cyprus	Europe	34.675326, 33.044135	34.675326	33.044135						
Energy Economics	0	29/7/20	Associate editor	P	Zhou	Nanjing University of Aeronautics and Astronautics, Nanjing	China	Asia	32.034309, 118.823430	32.034309	118.82343						
Energy Economics	0	29/7/20	Co-editor	BW	Ang	NUS	Singapore	Asia	1.296691, 103.776297	1.296691	103.776297						
Energy Economics	0	29/7/20	Co-editor	L	Bachmeier	Kansas State University, Manhattan, Kansas	USA	North America	39.197311, -96.584639	39.197311	-96.584639						
Energy Economics	0	29/7/20	Co-editor	A	Creti	Paris Dauphine University	France	Europe	48.870317, 2.274065	48.870317	2.274065						
Energy Economics	0	29/7/20	Co-editor	B	Lin	Xiamen	China	Asia	24.437617, 118.097823	24.437617	118.097823						
Energy Economics	0	29/7/20	Co-editor	P	Sadorsky	York University, Toronto	Canada	North America	43.773481, -79.501997	43.773481	-79.501997						
Energy Economics	0	29/7/20	Co-editor	R	Smyth	Monash, Melbourne	Australia	Australasia	-37.910573, 145.136292	-37.910573	145.136292						
Energy Economics	0	29/7/20	Co-editor	U	Soytas	Middle East Technical University, Ankara	Turkey	Europe	39.892503, 32.779505	39.892503	32.779505						
Energy Economics	0	29/7/20	Editor	R	Tol	Sussex, Brighton	UK	Europe	50.867089, -0.087978	50.867089	-0.087978						
European Economic Review	0	29/7/20	Associate editor	M	Agranov	Caltech, Pasadena, California	USA	North America	34.137560, -118.125376	34.13756	-118.125376						
European Economic Review	0	29/7/20	Associate editor	G	Ascari	Oxford	UK	Europe	51.754826, -1.254603	51.754826	-1.254603	Pavia	Italy	Europe	45.186895, 9.156799	45.186895	9.156799
European Economic Review	0	29/7/20	Associate editor	J	Bagger	Royal Holloway, Egham	UK	Europe	51.425662, -0.560998	51.425662	-0.560998						
European Economic Review	0	29/7/20	Associate editor	M	Belot	EUI, Florence	Italy	Europe	43.803304, 11.282918	43.803304	11.282918						
European Economic Review	0	29/7/20	Associate editor	L	Benati	Bern	Switzerland	Europe	46.950431, 7.438151	46.950431	7.438151						
European Economic Review	0	29/7/20	Associate editor	K	Benhima	Lausanne	Switzerland	Europe	46.521112, 6.580032	46.521112	6.580032						
European Economic Review	0	29/7/20	Associate editor	F	Bianchi	Duke, Durham, South Carolina	USA	North America	36.001426, -78.938353	36.001426	-78.938353						
European Economic Review	0	29/7/20	Associate editor	M	Castanheira	Universite Libre de Bruxelles	Belgium	Europe	50.813214, 4.382218	50.813214	4.382218						
European Economic Review	0	29/7/20	Associate editor	E	Challe	CREST, Paris	France	Europe	48.711135, 2.207682	48.711135	2.207682						
European Economic Review	0	29/7/20	Associate editor	N	Chen	Warwick, Coventry	UK	Europe	52.379334, -1.561646	52.379334	-1.561646						
European Economic Review	0	29/7/20	Associate editor	M	Crozet	Paris-Saclay University	France	Europe	48.708953, 2.152401	48.708953	2.152401						
European Economic Review	0	29/7/20	Associate editor	R	Dennis	Glasgow	UK	Europe	55.872145, -4.288043	55.872145	-4.288043						
European Economic Review	0	29/7/20	Associate editor	P	Dubois	Toulouse	France	Europe	43.605413, 1.431877	43.605413	1.431877						
European Economic Review	0	29/7/20	Associate editor	R	Durante	Pompeu Fabra, Barcelona	Spain	Europe	41.379177, 2.179595	41.379177	2.179595						
European Economic Review	0	29/7/20	Associate editor	J	Eaton	Brown, Providence, Rhode Island	USA	North America	41.826732, -71.402481	41.826732	-71.402481						
European Economic Review	0	29/7/20	Associate editor	S	Ertac	Koc University, Istanbul	Turkey	Europe	41.206056, 29.072401	41.206056	29.072401						
European Economic Review	0	29/7/20	Associate editor	I	Esponda	UC Santa Barbara	USA	North America	34.413892, -119.849097	34.413892	-119.849097						
European Economic Review	0	29/7/20	Associate editor	G	Felbermayr	Ifo Institute for Economic Research, Munich, Germany	Germany	Europe	48.153140, 11.605213	48.15314	11.605213						
European Economic Review	0	29/7/20	Associate editor	C	Felfe de Ormeno	Wurzburg	Germany	Europe	49.788271, 9.935281	49.788271	9.935281						
European Economic Review	0	29/7/20	Associate editor	M	Francesconi	Essex	UK	Europe	51.877607, 0.947068	51.877607	0.947068						
European Economic Review	0	29/7/20	Associate editor	M	Gervais	Iowa, Iowa City, Iowa	USA	North America	41.661234, -91.536158	41.661234	-91.536158						
European Economic Review	0	29/7/20	Associate editor	F	Giovannoni	Bristol	UK	Europe	51.458357, -2.603044	51.458357	-2.603044						
European Economic Review	0	29/7/20	Associate editor	P	Gomme	Concordia, Montreal	Canada	North America	45.494451, -73.577399	45.494451	-73.577399						
European Economic Review	0	29/7/20	Associate editor	C	Gu	Missouri, Columbia, Missouri	USA	North America	38.940381, -92.327995	38.940381	-92.327995						
European Economic Review	0	29/7/20	Associate editor	A	Guarino	UCL	UK	Europe	51.524643, -0.134042	51.524643	-0.134042						
European Economic Review	0	29/7/20	Associate editor	D	Hemous	Zurich	Switzerland	Europe	47.374322, 8.550910	47.374322	8.55091						
European Economic Review	0	29/7/20	Associate editor	E	Hopkins	Edinburgh	UK	Europe	55.944552, -3.189477	55.944552	-3.189477						
European Economic Review	0	29/7/20	Associate editor	E	Janeba	Mannheim	Germany	Europe	49.483714, 8.462298	49.483714	8.462298						
European Economic Review	0	29/7/20	Associate editor	D	Kaffine	Colorado - Boulder	USA	North America	40.007458, -105.265716	40.007458	-105.265716						
European Economic Review	0	29/7/20	Associate editor	MG	Kirdar	Bogazici, Istanbul	Turkey	Europe	41.084870, 29.051104	41.08487	29.051104						
European Economic Review	0	29/7/20	Associate editor	U	Kreickemeier	Gottingen	Germany	Europe	51.540704, 9.937551	51.540704	9.937551						
European Economic Review	0	29/7/20	Associate editor	A	Kriwoluzky	Free University of Berlin	Germany	Europe	52.431427, 13.237260	52.431427	13.23726						
European Economic Review	0	29/7/20	Associate editor	K	Kuester	Bonn	Germany	Europe	50.726772, 7.086457	50.726772	7.086457						
European Economic Review	0	29/7/20	Associate editor	A	Lahiri	UBC, Vancouver	Canada	North America	49.260584, -123.245976	49.260584	-123.245976						
European Economic Review	0	29/7/20	Associate editor	CB	Leith	Glasgow	UK	Europe	55.872145, -4.288044	55.872145	-4.288044						
European Economic Review	0	29/7/20	Associate editor	JB	Madsen	Monash, Melbourne	Australia	Australasia	-37.910573, 145.136293	-37.910573	145.136293						
European Economic Review	0	29/7/20	Associate editor	S	Mangin	ANU	Australia	Australasia	-35.277709, 149.118367	-35.277709	149.118367						
European Economic Review	0	29/7/20	Associate editor	N	Mantovan	Bangor	UK	Europe	53.229527, -4.130127	53.229527	-4.130127						
European Economic Review	0	29/7/20	Associate editor	J	Martin	Quebec, Montreal	Canada	North America	45.512663, -73.560488	45.512663	-73.560488						
European Economic Review	0	29/7/20	Associate editor	CF	Mason	Wyoming, Laramie, Wyoming	USA	North America	41.314960, -105.566607	41.31496	-105.566607						
European Economic Review	0	29/7/20	Associate editor	F	Mengel	Essex	UK	Europe	51.877607, 0.947069	51.877607	0.947069						
European Economic Review	0	29/7/20	Associate editor	K	Mierendorff	UCL	UK	Europe	51.524643, -0.134043	51.524643	-0.134043						
European Economic Review	0	29/7/20	Associate editor	S	Modica	Palermo	Italy	Europe	38.117959, 13.369838	38.117959	13.369838						
European Economic Review	0	29/7/20	Associate editor	C	Monnet	Bern	Switzerland	Europe	46.950431, 7.438152	46.950431	7.438152						
European Economic Review	0	29/7/20	Associate editor	G	Mueller	Eberhard Karls University Tubingen, Munich	Germany	Europe	48.529471, 9.043645	48.529471	9.043645						
European Economic Review	0	29/7/20	Associate editor	N	Netzer	Zurich	Switzerland	Europe	47.374322, 8.550911	47.374322	8.550911						
European Economic Review	0	29/7/20	Associate editor	C	Newman	Trinity College Dublin	Ireland	Europe	53.343854, -6.254743	53.343854	-6.254743						
European Economic Review	0	29/7/20	Associate editor	N	Nikiforakis	NYU - Abu Dhabi	United Arab Emirates	Asia	24.523983, 54.434577	24.523983	54.434577						
European Economic Review	0	29/7/20	Associate editor	C	Nolan	Glasgow	UK	Europe	55.872145, -4.288045	55.872145	-4.288045						
European Economic Review	0	29/7/20	Associate editor	C	Olivetti	Boston University	USA	North America	42.350389, -71.105502	42.350389	-71.105502						
European Economic Review	0	29/7/20	Associate editor	S	Ortigueira	Miami, Coral Gables, Florida	USA	North America	25.723260, -80.279452	25.72326	-80.279452						
European Economic Review	0	29/7/20	Associate editor	C	Papageorgiou	IMF, Washington DC	USA	North America	38.898724, -77.044252	38.898724	-77.044252						
European Economic Review	0	29/7/20	Associate editor	G	Peersman	Ghent University	Belgium	Europe	51.046697, 3.727854	51.046697	3.727854						
European Economic Review	0	29/7/20	Associate editor	N	Petrovsky-Nadeau	Federal Reserve Bank of San Francisco	USA	North America	37.793653, -122.395508	37.793653	-122.395508						
European Economic Review	0	29/7/20	Associate editor	B	Preston	Melbourne	Australia	Australasia	-37.798401, 144.960912	-37.798401	144.960912						
European Economic Review	0	29/7/20	Associate editor	P	Raimondos-Moller	Copenhagen Business School, Frederiksberg	Denmark	Europe	55.681468, 12.529469	55.681468	12.529469						
European Economic Review	0	29/7/20	Associate editor	B	Ravikumar	Federal Reserve Bank of St Louis	USA	North America	38.628864, -90.187716	38.628864	-90.187716						
European Economic Review	0	29/7/20	Associate editor	G	Rondina	UC San Diego	USA	North America	32.880223, -117.234105	32.880223	-117.234105						
European Economic Review	0	29/7/20	Associate editor	A	Schmutzler	Zurich	Switzerland	Europe	47.374322, 8.550912	47.374322	8.550912						
European Economic Review	0	29/7/20	Associate editor	K	Schubert	Paris School of Economics	France	Europe	48.822471, 2.330798	48.822471	2.330798						
European Economic Review	0	29/7/20	Associate editor	E	Smith	Essex	UK	Europe	51.877607, 0.947070	51.877607	0.94707						
European Economic Review	0	29/7/20	Associate editor	S	Suetens	Tilburg	Netherlands	Europe	51.563912, 5.043522	51.563912	5.043522						
European Economic Review	0	29/7/20	Associate editor	M	Sutter	Cologne	Germany	Europe	50.928318, 6.928787	50.928318	6.928787						
European Economic Review	0	29/7/20	Associate editor	N	Szech	Karlsruhe Insitute of Technology, Garmisch-Partenkirchen	Germany	Europe	49.012212, 8.417170	49.012212	8.41717						
European Economic Review	0	29/7/20	Associate editor	F	Toubal	Ecole Normal Superieure Paris-Saclay, Cachan	France	Europe	48.790015, 2.325816	48.790015	2.325816						
European Economic Review	0	29/7/20	Associate editor	F	Toxvaerd	Cambridge	UK	Europe	52.204273, 0.114954	52.204273	0.114954						
European Economic Review	0	29/7/20	Associate editor	C	Vanberg	Heidelberg University	Germany	Europe	49.411229, 8.706222	49.411229	8.706222						
European Economic Review	0	29/7/20	Associate editor	P-L	Vezina	KCL, London	UK	Europe	51.511466, -0.116029	51.511466	-0.116029						
European Economic Review	0	29/7/20	Associate editor	F	Vieider	Ghent University	Belgium	Europe	51.046697, 3.727854	51.046697	3.727854						
European Economic Review	0	29/7/20	Associate editor	TB	Walker	Indiana University, Bloomington	USA	North America	39.175503, -86.512735	39.175503	-86.512735						
European Economic Review	0	29/7/20	Associate editor	SW	Wang	Pittsburgh	USA	North America	40.444300, -79.960890	40.4443	-79.96089						
European Economic Review	0	29/7/20	Associate editor	C	Xiang	Purdue, West Lafayette, Indiana	USA	North America	40.423599, -86.921110	40.423599	-86.92111						
European Economic Review	0	29/7/20	Associate editor	G	Zanella	Adelaide	Australia	Australasia	-34.920605, 138.606051	-34.920605	138.606051						
European Economic Review	0	29/7/20	Associate editor	A	Ziegelmeyer	Queen's University Belfast	UK	Europe	54.584365, -5.934178	54.584365	-5.934178						
European Economic Review	0	29/7/20	Editor	FO	Bilbiie	Paris School of Economics	France	Europe	48.822471, 2.330799	48.822471	2.330799						
European Economic Review	0	29/7/20	Editor	DK	Levine	EUI, Florence	Italy	Europe	43.803304, 11.282919	43.803304	11.282919						
European Economic Review	0	29/7/20	Editor	I	Mejean	CREST, Paris	France	Europe	48.711135, 2.207683	48.711135	2.207683						
European Economic Review	0	29/7/20	Editor	P	Rupert	UC Santa Barbara	USA	North America	34.413892, -119.849098	34.413892	-119.849098						
European Economic Review	0	29/7/20	Editor	RM	Sauer	Royal Holloway, Egham	UK	Europe	51.425662, -0.560999	51.425662	-0.560999						
Experimental Economics	0	29/7/20	Advisory Editor	James	Andreoni	UC San Diego	USA	North America	32.880223, -117.234106	32.880223	-117.234106						
Experimental Economics	0	29/7/20	Advisory Editor	Jordi	Brandts	Autonomous University of Barcelona	Spain	Europe	41.501892, 2.104805	41.501892	2.104805						
Experimental Economics	0	29/7/20	Advisory Editor	Timothy	Cason	Purdue, West Lafayette, Indiana	USA	North America	40.423599, -86.921111	40.423599	-86.921111						
Experimental Economics	0	29/7/20	Advisory Editor	David	Cooper	Florida State University, Tallahassee, Florida	USA	North America	30.441859, -84.298800	30.441859	-84.2988						
Experimental Economics	0	29/7/20	Advisory Editor	Catherin	Eckel	Texas A&M, College Station, Texas	USA	North America	30.618733, -96.336478	30.618733	-96.336478						
Experimental Economics	0	29/7/20	Advisory Editor	Ernst	Fehr	Zurich	Switzerland	Europe	47.374322, 8.550913	47.374322	8.550913						
Experimental Economics	0	29/7/20	Advisory Editor	Jacob	Goeree	UTS, Sydney	Australia	Australasia	-33.883291, 151.200618	-33.883291	151.200618						
Experimental Economics	0	29/7/20	Advisory Editor	Charles	Holt	Virginia, Charlottesville, Virginia, USA	USA	North America	38.033506, -78.508057	38.033506	-78.508057						
Experimental Economics	0	29/7/20	Advisory Editor	John	Kagel	Ohio State University, Columbus, Ohio	USA	North America	40.006144, -83.016722	40.006144	-83.016722						
Experimental Economics	0	29/7/20	Advisory Editor	Charles	Plott	Caltech, Pasadena, California	USA	North America	34.137560, -118.125376	34.13756	-118.125376						
Experimental Economics	0	29/7/20	Advisory Editor	Alvin	Roth	Stanford, California	USA	North America	37.427436, -122.169786	37.427436	-122.169786						
Experimental Economics	0	29/7/20	Advisory Editor	Arthur	Schram	Amsterdam	Netherlands	Europe	52.355916, 4.955640	52.355916	4.95564						
Experimental Economics	0	29/7/20	Advisory Editor	Vernon	Smith	Chapman University, Orange, California	USA	North America	33.793166, -117.852100	33.793166	-117.8521						
Experimental Economics	0	29/7/20	Editor	John	Duffy	UC Irvine	USA	North America	33.640397, -117.844432	33.640397	-117.844432						
Experimental Economics	0	29/7/20	Editor	Lata	Gangadharan	Monash, Melbourne	Australia	Australasia	-37.910573, 145.136294	-37.910573	145.136294						
Experimental Economics	0	29/7/20	Editor	Ragan	Petrie	Texas A&M, College Station, Texas	USA	North America	30.618733, -96.336479	30.618733	-96.336479						
Experimental Economics	0	29/7/20	Editor	Marie Claire	Villeval	Lyon	France	Europe	45.749603, 4.837118	45.749603	4.837118						
Experimental Economics	0	29/7/20	Editor	Roberto	Weber	Zurich	Switzerland	Europe	47.374322, 8.550914	47.374322	8.550914						
Experimental Economics	0	29/7/20	Editorial Board	Marina	Agranov	Caltech, Pasadena, California	USA	North America	34.137560, -118.125376	34.13756	-118.125376						
Experimental Economics	0	29/7/20	Editorial Board	Michele	Belot	Edinburgh	UK	Europe	55.944552, -3.189477	55.944552	-3.189477						
Experimental Economics	0	29/7/20	Editorial Board	Gary	Bolton	UT Dallas	USA	North America	32.985708, -96.749906	32.985708	-96.749906						
Experimental Economics	0	29/7/20	Editorial Board	Monica	Capra	Claremont Graduate University, Claremont, California	USA	North America	34.103691, -117.713337	34.103691	-117.713337						
Experimental Economics	0	29/7/20	Editorial Board	Juan	Cardenas	University of the Andes, Bogota	Columbia	South America	4.601383, -74.066434	4.601383	-74.066434						
Experimental Economics	0	29/7/20	Editorial Board	Gary	Charness	UC Santa Barbara	USA	North America	34.413892, -119.849099	34.413892	-119.849099						
Experimental Economics	0	29/7/20	Editorial Board	Yan	Chen	Michigan, Ann Arbor, Michigan	USA	North America	42.278083, -83.738333	42.278083	-83.738333						
Experimental Economics	0	29/7/20	Editorial Board	Miguel	Costa-Gomes	St Andrews	UK	Europe	56.341663, -2.794300	56.341663	-2.7943						
Experimental Economics	0	29/7/20	Editorial Board	James	Cox	Georgia State University, Atlanta, Georgia	USA	North America	33.752988, -84.385421	33.752988	-84.385421						
Experimental Economics	0	29/7/20	Editorial Board	Martin	Dufwenberg	Arizona, Tucson	USA	North America	32.231912, -110.950250	32.231912	-110.95025						
Experimental Economics	0	29/7/20	Editorial Board	Nick	Feltovich	Monash, Melbourne	Australia	Australasia	-37.910573, 145.136295	-37.910573	145.136295						
Experimental Economics	0	29/7/20	Editorial Board	Urs	Fischbacher	Konstanz	Germany	Europe	47.689361, 9.186835	47.689361	9.186835						
Experimental Economics	0	29/7/20	Editorial Board	Dan	Friedman	UC Santa Cruz	USA	North America	36.987986, -122.058399	36.987986	-122.058399						
Experimental Economics	0	29/7/20	Editorial Board	Yukihiko	Funaki	Waseda, Tokyo	Japan	Asia	35.708868, 139.719573	35.708868	139.719573						
Experimental Economics	0	29/7/20	Editorial Board	Simon	Gaechter	Nottingham	UK	Europe	52.938620, -1.195201	52.93862	-1.195201						
Experimental Economics	0	29/7/20	Editorial Board	John	Hey	York, Yorkshire	UK	Europe	53.946109, -1.051847	53.946109	-1.051847						
Experimental Economics	0	29/7/20	Editorial Board	Daniel	Houser	George Mason, Fairfax, Virginia	USA	North America	38.829711, -77.307650	38.829711	-77.30765						
Experimental Economics	0	29/7/20	Editorial Board	Steffen	Huck	UCL	UK	Europe	51.524643, -0.134044	51.524643	-0.134044						
Experimental Economics	0	29/7/20	Editorial Board	R. Mark	Isaac	Florida State University, Tallahassee, Florida	USA	North America	30.441859, -84.298800	30.441859	-84.2988						
Experimental Economics	0	29/7/20	Editorial Board	Stephen	Leider	Michigan, Ann Arbor, Michigan	USA	North America	42.278083, -83.738334	42.278083	-83.738334						
Experimental Economics	0	29/7/20	Editorial Board	Friederike	Mengel	Essex	UK	Europe	51.877607, 0.947071	51.877607	0.947071						
Experimental Economics	0	29/7/20	Editorial Board	Wieland	Muller	Vienna	Austria	Europe	48.213143, 16.359873	48.213143	16.359873						
Experimental Economics	0	29/7/20	Editorial Board	Theo	Offerman	Amsterdam	Netherlands	Europe	52.355916, 4.955641	52.355916	4.955641						
Experimental Economics	0	29/7/20	Editorial Board	Ryan	Oprea	UC Santa Barbara	USA	North America	34.413892, -119.849100	34.413892	-119.8491						
Experimental Economics	0	29/7/20	Editorial Board	David	Reiley	Pandora, Berkeley, California	USA	North America	37.870601, -122.273974	37.870601	-122.273974						
Experimental Economics	0	29/7/20	Editorial Board	Arno	Riedl	Maastricht	Netherlands	Europe	50.847192, 5.686577	50.847192	5.686577						
Experimental Economics	0	29/7/20	Editorial Board	Timothy	Salmon	Southern Methodist University, Dallas	USA	North America	32.841168, -96.784539	32.841168	-96.784539						
Experimental Economics	0	29/7/20	Editorial Board	Martin	Sefton	Nottingham	UK	Europe	52.938620, -1.195201	52.93862	-1.195201						
Experimental Economics	0	29/7/20	Editorial Board	Chris	Starmer	Nottingham	UK	Europe	52.938620, -1.195201	52.93862	-1.195201						
Experimental Economics	0	29/7/20	Editorial Board	Sigrid	Suetens	Tilburg	Netherlands	Europe	51.563912, 5.043523	51.563912	5.043523						
Experimental Economics	0	29/7/20	Editorial Board	Matthias	Sutter	Cologne	Germany	Europe	50.928318, 6.928787	50.928318	6.928787	Innsbruck	Austria	Europe	47.263343, 11.383854	47.263343	11.383854
Experimental Economics	0	29/7/20	Editorial Board	Steven	Tucker	Waikato University, Hamilton	New Zealand	Australasia	-37.786925, 175.318243	-37.786925	175.318243						
Experimental Economics	0	29/7/20	Editorial Board	Jean-Robert	Tyran	Vienna	Austria	Europe	48.213143, 16.359874	48.213143	16.359874						
Experimental Economics	0	29/7/20	Editorial Board	Lise	Vesterlund	Pittsburgh	USA	North America	40.444300, -79.960891	40.4443	-79.960891						
Experimental Economics	0	29/7/20	Editorial Board	Roberto	Weber	Zurich	Switzerland	Europe	47.374322, 8.550915	47.374322	8.550915						
Experimental Economics	0	29/7/20	Editorial Board	Georg	Weizsacker	Humboldt University, Berlin	Germany	Europe	52.517942, 13.393698	52.517942	13.393698						
Experimental Economics	0	29/7/20	Editorial Board	Nathaniel	Wilcox	Chapman University, Orange, California	USA	North America	33.793166, -117.852101	33.793166	-117.852101						
Experimental Economics	0	29/7/20	Editorial Board	Tom	Wilkening	Melbourne	Australia	Australasia	-37.798401, 144.960913	-37.798401	144.960913						
Experimental Economics	0	29/7/20	Editorial Board	Erte	Xiao	Monash, Melbourne	Australia	Australasia	-37.910573, 145.136296	-37.910573	145.136296						
Experimental Economics	0	29/7/20	Editorial Board	Rami	Zwick	UC Riverside	USA	North America	33.973759, -117.327986	33.973759	-117.327986						
