Journal	Top 5 Dummy	Date	Role	First name	Surname	Affiliation 1	Country 1	Continent 1	Location 1	lat	lon	Affiliation 2	Country 2	Continent 2	Location 2	lat2	lon2
Journal of Economic Theory	0	29/7/20	Associate editor	David	Myatt	London Business School	UK	Europe	51.526162, -0.160776	51.526162	-0.160776						
Journal of Economic Theory	0	29/7/20	Associate editor	Volker	Nocke	Mannheim	Germany	Europe	49.483714, 8.462302	49.483714	8.462302						
Journal of Economic Theory	0	29/7/20	Associate editor	Marco	Ottaviani	Bocconi, Milan	Italy	Europe	45.448521, 9.189803	45.448521	9.189803						
Journal of Economic Theory	0	29/7/20	Associate editor	Antonio	Penta	Pompeu Fabra, Barcelona	Spain	Europe	41.379177, 2.179599	41.379177	2.179599						
Journal of Economic Theory	0	29/7/20	Associate editor	Michael	Peters	UBC, Vancouver	Canada	North America	49.260584, -123.245979	49.260584	-123.245979						
Journal of Economic Theory	0	29/7/20	Associate editor	Guillaume	Rocheteau	UC Irvine	USA	North America	33.640397, -117.844438	33.640397	-117.844438						
Journal of Economic Theory	0	29/7/20	Associate editor	William	Sandholm	Wisconsin, Madison	USA	North America	43.076647, -89.412657	43.076647	-89.412657						
Journal of Economic Theory	0	29/7/20	Associate editor	Manuel	Santos	Miami, Coral Gables, Florida	USA	North America	25.723260, -80.279452	25.72326	-80.279452						
Journal of Economic Theory	0	29/7/20	Associate editor	Chris	Shannon	UC Berkeley	USA	North America	37.872026, -122.258412	37.872026	-122.258412						
Journal of Economic Theory	0	29/7/20	Associate editor	Lones	Smith	Wisconsin, Madison	USA	North America	43.076647, -89.412658	43.076647	-89.412658						
Journal of Economic Theory	0	29/7/20	Associate editor	Yves	Sprumont	Montreal	Canada	North America	45.510610, -73.613533	45.51061	-73.613533						
Journal of Economic Theory	0	29/7/20	Associate editor	Jakub	Steiner	Edinburgh	UK	Europe	55.944552, -3.189477	55.944552	-3.189477						
Journal of Economic Theory	0	29/7/20	Associate editor	Bruno	Strulovici	Northwestern, Evanston, Illinois	USA	North America	42.056483, -87.675145	42.056483	-87.675145						
Journal of Economic Theory	0	29/7/20	Associate editor	Jean-Marc	Tallon	Paris School of Economics	France	Europe	48.822471, 2.330804	48.822471	2.330804						
Journal of Economic Theory	0	29/7/20	Associate editor	Juuso	Toikka	University of Pennsylvania, Philadelphia	USA	North America	39.952206, -75.193474	39.952206	-75.193474						
Journal of Economic Theory	0	29/7/20	Associate editor	Utku	Unver	Boston College	USA	North America	42.335517, -71.168761	42.335517	-71.168761						
Journal of Economic Theory	0	29/7/20	Associate editor	Pierre-Olivier	Weill	UCLA	USA	North America	34.068961, -118.445102	34.068961	-118.445102						
Journal of Economic Theory	0	29/7/20	Associate editor	Randall	Wright	Wisconsin, Madison	USA	North America	43.076647, -89.412659	43.076647	-89.412659						
Journal of Economic Theory	0	29/7/20	Associate editor	Liyan	Yang	Toronto	Canada	North America	43.665216, -79.396181	43.665216	-79.396181						
Journal of Economic Theory	0	29/7/20	Editor	Guillermo	Ordonez	University of Pennsylvania, Philadelphia	USA	North America	39.952206, -75.193475	39.952206	-75.193475						
Journal of Economic Theory	0	29/7/20	Editor	Pietro	Ortoleva	Princeton	USA	North America	40.343139, -74.655149	40.343139	-74.655149						
Journal of Economic Theory	0	29/7/20	Editor	Marciano	Siniscalchi	Northwestern, Evanston, Illinois	USA	North America	42.056483, -87.675146	42.056483	-87.675146						
Journal of Economic Theory	0	29/7/20	Editor	Xavier	Vives	Navarra IESE Business School, Barcelona	Spain	Europe	41.393827, 2.105838	41.393827	2.105838						
Journal of Economic Theory	0	29/7/20	Editorial advisor	George	Mailath	University of Pennsylvania, Philadelphia	USA	North America	39.952206, -75.193476	39.952206	-75.193476						
Journal of Economic Theory	0	29/7/20	Editorial advisor	Alessandro	Pavan	Northwestern, Evanston, Illinois	USA	North America	42.056483, -87.675147	42.056483	-87.675147						
Journal of Economic Theory	0	29/7/20	Editorial advisor	Laura	Veldkamp	Columbia, New York, New York	USA	North America	40.807511, -73.962678	40.807511	-73.962678						
Journal of Economic Theory	0	29/7/20	Lead editor	Tilman	Borgers	Michigan, Ann Arbor, Michigan	USA	North America	42.278083, -83.738341	42.278083	-83.738341						
Journal of Environmental Economics and Management	0	3/8/20	Co-editor in Chief	Andreas	Lange	Hamburg	Germany	Europe	53.566481, 9.984523	53.566481	9.984523						
Journal of Environmental Economics and Management	0	3/8/20	Co-editor in Chief	Roger	von Haefen	North Carolina State University, Raleigh, North Carolina	USA	North America	35.784633, -78.682076	35.784633	-78.682076						
Journal of Environmental Economics and Management	0	3/8/20	Editor	Fredrik	Carlsson	Gothenburg	Sweden	Europe	57.698143, 11.971921	57.698143	11.971921						
Journal of Environmental Economics and Management	0	3/8/20	Editor	Matthew	Cole	Birmingham	UK	Europe	52.450817, -1.930524	52.450817	-1.930524						
Journal of Environmental Economics and Management	0	3/8/20	Editor	Josh	Linn	Maryland, College Park, Maryland	USA	North America	38.986931, -76.942599	38.986931	-76.942599						
Journal of Environmental Economics and Management	0	3/8/20	Editor	Lucija	Muehlenbachs	Calgary	Canada	North America	51.077591, -114.140931	51.077591	-114.140931						
Journal of Environmental Economics and Management	0	3/8/20	Editor	Linda	Nostbakken	NHH, Bergen	Norway	Europe	60.422916, 5.302398	60.422916	5.302398						
Journal of Environmental Economics and Management	0	3/8/20	Editor	Martin	Quaas	German Centre for Integrative Biodiversity, Leipzig	Germany	Europe	51.320119, 12.395203	51.320119	12.395203						
Journal of Environmental Economics and Management	0	3/8/20	Editor	Nicholas	Rivers	Ottawa	Canada	North America	45.423095, -75.683154	45.423095	-75.683154						
Journal of Environmental Economics and Management	0	3/8/20	Editor	Hendrik	Wolff	Simon Fraser University, Burnaby	Canada	North America	49.278083, -122.920001	49.278083	-122.920001						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	S	Ambec	Toulouse	France	Europe	43.605413, 1.431882	43.605413	1.431882						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	ST	Anderson	Michigan State, East Lansing, Michigan	USA	North America	42.703472, -84.483016	42.703472	-84.483016						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	M	Auffhammer	UC Berkeley	USA	North America	37.872026, -122.258413	37.872026	-122.258413						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	EJ	Balistreri	Iowa State University, Ames, Iowa	USA	North America	42.026605, -93.646623	42.026605	-93.646623						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	HS	Banzhaf	Georgia State University, Atlanta, Georgia	USA	North America	33.752988, -84.385423	33.752988	-84.385423						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	A	Barreca	UCLA	USA	North America	34.068961, -118.445103	34.068961	-118.445103						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	D	Burtraw	Resources for the future, Washington DC	USA	North America	38.909661, -77.037614	38.909661	-77.037614						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	TL	Cherry	Appalachian State University, Boone, North Carolina	USA	North America	36.213491, -81.683981	36.213491	-81.683981						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	SM	Chilton	Newcastle	UK	Europe	54.979258, -1.614929	54.979258	-1.614929						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	J	Coria	Gothenburg	Sweden	Europe	57.698143, 11.971921	57.698143	11.971921						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	C	Costello	UC Santa Barbara	USA	North America	34.413892, -119.849103	34.413892	-119.849103						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	F	Evans	Claremont McKenna College, Claremont, California	USA	North America	34.101714, -117.708104	34.101714	-117.708104						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	H	Fell	North Carolina State University, Raleigh, North Carolina	USA	North America	35.784633, -78.682077	35.784633	-78.682077						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	T	Goeschl	Heidelberg University	Germany	Europe	49.411229, 8.706222	49.411229	8.706222						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	N	Hanley	St Andrews	UK	Europe	56.341663, -2.794300	56.341663	-2.7943						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	C	Hausmann	Michigan, Ann Arbor, Michigan	USA	North America	42.278083, -83.738342	42.278083	-83.738342						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	G	Heutel	Georgia State University, Atlanta, Georgia	USA	North America	33.752988, -84.385424	33.752988	-84.385424						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	SP	Holland	North Carolina, Greensboro, North Carolina	USA	North America	36.068808, -79.810251	36.068808	-79.810251						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	BK	Jack	Tufts University, Medford, Massachusetts	USA	North America	42.408474, -71.118198	42.408474	-71.118198						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	G	Jacobsen	UC San Diego	USA	North America	32.880223, -117.234116	32.880223	-117.234116						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	K	Jessoe	UC Davis	USA	North America	38.538102, -121.761684	38.538102	-121.761684						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	D	Kaffine	Colorado - Boulder	USA	North America	40.007458, -105.265716	40.007458	-105.265716						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	D	Kellenberg	Montana, Missoula, Montana	USA	North America	46.860097, -113.985165	46.860097	-113.985165						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	HA	Klaiber	Ohio State University, Columbus, Ohio	USA	North America	40.006144, -83.016725	40.006144	-83.016725						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	NV	Kuminoff	Arizona State University, Tempe, Arizona	USA	North America	33.424159, -111.928056	33.424159	-111.928056						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	D	Lemoine	Arizona, Tucson	USA	North America	32.231912, -110.950255	32.231912	-110.950255						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	DJ	Lewis	Oregon State University, Corvallis, Oregon	USA	North America	44.563758, -123.279605	44.563758	-123.279605						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	S	Li	Cornell, Ithaca, New York	USA	North America	42.453433, -76.473538	42.453433	-76.473538						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	J	Lynham	Hawaii, Manoa, Honolulu, Hawaii	USA	North America	21.296799, -157.817262	21.296799	-157.817262						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	K	Millock	Paris School of Economics	France	Europe	48.822471, 2.330805	48.822471	2.330805						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	K	Moeltner	Virginia Polytechnic Institute and State University, Blacksburg, Virginia	USA	North America	37.228307, -80.423470	37.228307	-80.42347						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	JP	Montero	PUC, Santiago	Chile	South America	-33.442013, -70.640051	-33.442013	-70.640051						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	EJ	Muehlegger	UC Davis	USA	North America	38.538102, -121.761685	38.538102	-121.761685						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	JJ	Murphy	Alaska, Anchorage, Alaska	USA	North America	61.191068, -149.819667	61.191068	-149.819667						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	K	Nyborg	Oslo	Norway	Europe	59.939988, 10.721622	59.939988	10.721622						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	P	Olivia	UC Irvine	USA	North America	33.640397, -117.844439	33.640397	-117.844439						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	H	Ollivier	Paris School of Economics	France	Europe	48.822471, 2.330806	48.822471	2.330806						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	KE	Rosendahl	Norwegian University of Life Sciences, As	Norway	Europe	59.666194, 10.768172	59.666194	10.768172						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	MD	Smith	Duke, Durham, South Carolina	USA	North America	36.001426, -78.938368	36.001426	-78.938368						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	E	Somanathan	ISI, New Delhi	India	Asia	28.539641, 77.185731	28.539641	77.185731						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	M	Springborn	UC Davis	USA	North America	38.538102, -121.761686	38.538102	-121.761686						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	SL	Stafford	William and Mary, Williamsburg, Virginia	USA	North America	37.272517, -76.716496	37.272517	-76.716496						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	C	Timmins	Duke, Durham, South Carolina	USA	North America	36.001426, -78.938369	36.001426	-78.938369						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	C	Traeger	Oslo	Norway	Europe	59.939988, 10.721623	59.939988	10.721623						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	R	Van der Ploeg	Oxford	UK	Europe	51.754826, -1.254610	51.754826	-1.25461						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	K	van't Veld	Wyoming, Laramie, Wyoming	USA	North America	41.314960, -105.566607	41.31496	-105.566607						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	HRJ	Vollebergh	Netherlands Environmental Assessment Agency, Bilthoven	Netherlands	Europe	52.085049, 4.328515	52.085049	4.328515						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	UJ	Wagner	Carlos III, Madrid	Spain	Europe	40.317128, -3.727481	40.317128	-3.727481						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	R	Walsh	Pittsburgh	USA	North America	40.444300, -79.960893	40.4443	-79.960893						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	Q	Wenninger	Iowa State University, Ames, Iowa	USA	North America	42.026605, -93.646623	42.026605	-93.646623						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	SE	Westerhoff	Macalester College, Saint Paul, Minnesota	USA	North America	44.937996, -93.169243	44.937996	-93.169243						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	C	Withagen	VU Amsterdam	Netherlands	Europe	52.333678, 4.865706	52.333678	4.865706						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	R	Woodward	Texas A&M, College Station, Texas	USA	North America	30.618733, -96.336485	30.618733	-96.336485						
Journal of Environmental Economics and Management	0	3/8/20	Editorial council	J	Zhang	Duke Kunshan University, Kunshan	China	Asia	31.416198, 120.901374	31.416198	120.901374						
Journal of Financial Econometrics	0	3/8/20	Advisory Board	Torben	Andersen	Northwestern, Evanston, Illinois	USA	North America	42.056483, -87.675148	42.056483	-87.675148						
Journal of Financial Econometrics	0	3/8/20	Advisory Board	John	Campbell	Harvard, Cambridge	USA	North America	42.376971, -71.116767	42.376971	-71.116767						
Journal of Financial Econometrics	0	3/8/20	Advisory Board	Francis	Diebold	University of Pennsylvania, Philadelphia	USA	North America	39.952206, -75.193477	39.952206	-75.193477						
Journal of Financial Econometrics	0	3/8/20	Advisory Board	Robert	Engle	NYU, New York, NY	USA	North America	40.729542, -73.996559	40.729542	-73.996559	UC San Diego	USA	North America	32.880223, -117.234106	32.880223	-117.234106
Journal of Financial Econometrics	0	3/8/20	Advisory Board	A.Ronald	Gallant	Pennsylvania State University, State College, Pennsylvania	USA	North America	40.798132, -77.860253	40.798132	-77.860253						
Journal of Financial Econometrics	0	3/8/20	Advisory Board	John	Geweke	UTS, Sydney	Australia	Australasia	-33.883291, 151.200623	-33.883291	151.200623						
Journal of Financial Econometrics	0	3/8/20	Advisory Board	Eric	Ghysels	North Carolina, Chapel Hill, North Carolina	USA	North America	35.904756, -79.046844	35.904756	-79.046844						
Journal of Financial Econometrics	0	3/8/20	Advisory Board	Christian	Gourieroux	Toronto	Canada	North America	43.665216, -79.396171	43.665216	-79.396171	CREST, Paris	France	Europe	48.711135, 2.207682	48.711135	2.207682
Journal of Financial Econometrics	0	3/8/20	Advisory Board	Lars Peter	Hansen	Chicago	USA	North America	41.788584, -87.598919	41.788584	-87.598919						
Journal of Financial Econometrics	0	3/8/20	Advisory Board	Wolfgang	Hardle	Humboldt University, Berlin	Germany	Europe	52.517942, 13.393698	52.517942	13.393698						
Journal of Financial Econometrics	0	3/8/20	Advisory Board	Ravi	Jagannathan	Northwestern, Evanston, Illinois	USA	North America	42.056483, -87.675149	42.056483	-87.675149						
Journal of Financial Econometrics	0	3/8/20	Advisory Board	Adrian	Pagan	ANU	Australia	Australasia	-35.277709, 149.118369	-35.277709	149.118369						
Journal of Financial Econometrics	0	3/8/20	Advisory Board	George	Tauchen	Duke, Durham, South Carolina	USA	North America	36.001426, -78.938370	36.001426	-78.93837						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Caio	Almeida	Princeton	USA	North America	40.343139, -74.655150	40.343139	-74.65515						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Luca	Benzoni	Federal Reserve Bank of Chicago	USA	North America	41.878527, -87.632763	41.878527	-87.632763						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Drew	Creal	Chicago	USA	North America	41.788584, -87.598920	41.788584	-87.59892						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Frank	de Jong	Tilburg	Netherlands	Europe	51.563912, 5.043525	51.563912	5.043525						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Yanqin	Fan	Vanderbilt University, Nashville, Tennessee	USA	North America	36.144638, -86.802799	36.144638	-86.802799						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Andras	Fulop	ESSEC Business School, Cergy	France	Europe	49.033516, 2.076572	49.033516	2.076572						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Nicolas	Fusari	Johns Hopkins, Baltimore, Maryland	USA	North America	39.329914, -76.620494	39.329914	-76.620494						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Patrick	Gagliardini	Lugano	Switzerland	Europe	46.010558, 8.958141	46.010558	8.958141						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Kay	Gieseke	Stanford, California	USA	North America	37.427436, -122.169795	37.427436	-122.169795						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Massimo	Guidolin	Bocconi, Milan	Italy	Europe	45.448521, 9.189804	45.448521	9.189804						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Peter	Hansen	North Carolina, Chapel Hill, North Carolina	USA	North America	35.904756, -79.046845	35.904756	-79.046845						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Joel	Hasbrouck	NYU, New York, NY	USA	North America	40.729542, -73.996583	40.729542	-73.996583						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Nikolaus	Hautsch	Vienna	Austria	Europe	48.213143, 16.359878	48.213143	16.359878						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Frank	Kleibergen	Amsterdam	Netherlands	Europe	52.355916, 4.955646	52.355916	4.955646						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Markus	Leippold	Zurich	Switzerland	Europe	47.374322, 8.550920	47.374322	8.55092						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Haitao	Li	CKGSB, Beijing	China	Asia	39.910023, 116.416872	39.910023	116.416872						
Journal of Financial Econometrics	0	3/8/20	Associate editor	jia	Li	Duke, Durham, South Carolina	USA	North America	36.001426, -78.938371	36.001426	-78.938371						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Yingying	Li	HKUST, Hong Kong	China	Asia	22.338156, 114.264124	22.338156	114.264124						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Andre	Lucas	Tinbergen Institute, Amsterdam	Netherlands	Europe	52.336286, 4.874138	52.336286	4.874138						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Robin	Lumsdaine	American University, Washington DC	USA	North America	38.937468, -77.088790	38.937468	-77.08879						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Loriano	Mancini	Lugano	Switzerland	Europe	46.010558, 8.958141	46.010558	8.958141						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Marcelo	Medeiros	PUC, Rio	Brasil	South America	-22.979476, -43.232808	-22.979476	-43.232808						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Per	Mykland	Chicago	USA	North America	41.788584, -87.598921	41.788584	-87.598921						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Davide	Pettenuzzo	Brandeis, Waltham, Massachusetts	USA	North America	42.365643, -71.258593	42.365643	-71.258593						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Roberto	Reno	Verona	Italy	Europe	45.436396, 11.003091	45.436396	11.003091						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Jeroen	Rombouts	ESSEC Business School, Cergy	France	Europe	49.033516, 2.076572	49.033516	2.076572						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Alberto	Rossi	Maryland, College Park, Maryland	USA	North America	38.986931, -76.942600	38.986931	-76.9426						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Olivier	Scaillet	Geneva	Switzerland	Europe	46.199518, 6.144915	46.199518	6.144915						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Jules	van Binsbergen	University of Pennsylvania, Philadelphia	USA	North America	39.952206, -75.193478	39.952206	-75.193478						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Andrea	Vedolin	Boston University	USA	North America	42.350389, -71.105511	42.350389	-71.105511						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Bas	Weker	Tilburg	Netherlands	Europe	51.563912, 5.043526	51.563912	5.043526						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Michael	Wolf	Zurich	Switzerland	Europe	47.374322, 8.550921	47.374322	8.550921						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Paolo	Zaffaroni	Imperial College London	UK	Europe	51.498792, -0.174878	51.498792	-0.174878						
Journal of Financial Econometrics	0	3/8/20	Associate editor	Harold	Zhang	UT Dallas	USA	North America	32.985708, -96.749906	32.985708	-96.749906						
Journal of Financial Econometrics	0	3/8/20	Co-editor	Silvia	Goncalves	McGill, Montreal	Canada	North America	45.504766, -73.577065	45.504766	-73.577065						
Journal of Financial Econometrics	0	3/8/20	Co-editor	Bryan	Kelly	Yale, New Haven, Connecticut	USA	North America	41.316349, -72.922414	41.316349	-72.922414						
Journal of Financial Econometrics	0	3/8/20	Co-editor	Dacheng	Xiu	Chicago	USA	North America	41.788584, -87.598922	41.788584	-87.598922						
Journal of Financial Econometrics	0	3/8/20	Editor	Allan	Timmermann	UC San Diego	USA	North America	32.880223, -117.234117	32.880223	-117.234117						
Journal of Financial Econometrics	0	3/8/20	Editor	Fabio	Trojani	Geneva	Switzerland	Europe	46.199518, 6.144916	46.199518	6.144916						
Journal of Health Economics	0	1/8/20	Associate Editor	Marika	 Cabral	UT Austin	USA	North America	30.284965, -97.733798	30.284965	-97.733798						
Journal of Health Economics	0	1/8/20	Associate Editor	Phil	 DeCicca_	McMaster University, Hamilton, Ontario	Canada	North America	43.260824, -79.919258	43.260824	-79.919258						
Journal of Health Economics	0	1/8/20	Associate Editor	Davide	 Dragone	Bologna	Italy	Europe	44.496767, 11.354002	44.496767	11.354002						
Journal of Health Economics	0	1/8/20	Associate Editor	Paula	 Gonzﾇlez	Pablo de Olavide University, Seville	Spain	Europe	37.355206, -5.937629	37.355206	-5.937629						
Journal of Health Economics	0	1/8/20	Associate Editor	Darius	 Lakdawalla	USC, Los Angeles	USA	North America	34.022299, -118.285185	34.022299	-118.285185						
Journal of Health Economics	0	1/8/20	Associate Editor	Marcella 	Alsan	Harvard, Cambridge	USA	North America	42.376971, -71.116768	42.376971	-71.116768						
Journal of Health Economics	0	1/8/20	Associate Editor	Arthur 	Attema	Erasmus University, Rotterdam	Netherlands	Europe	51.916600, 4.525791	51.9166	4.525791						
Journal of Health Economics	0	1/8/20	Associate Editor	Prashant 	Bharadwaj	UC San Diego	USA	North America	32.880223, -117.234118	32.880223	-117.234118						
Journal of Health Economics	0	1/8/20	Associate Editor	Pinka 	Chatterji	SUNY - Albany, Albany, NY	USA	North America	42.685384, -73.825626	42.685384	-73.825626						
Journal of Health Economics	0	1/8/20	Associate Editor	Andrew 	Clark	Paris-Jourdan Economic Sciences	France	Europe	48.822612, 2.330871	48.822612	2.330871						
Journal of Health Economics	0	1/8/20	Associate Editor	_Gabriella 	Conti_	UCL	UK	Europe	51.524643, -0.134052	51.524643	-0.134052						
Journal of Health Economics	0	1/8/20	Associate Editor	Laura 	Dague	Texas A&M, College Station, Texas	USA	North America	30.618733, -96.336486	30.618733	-96.336486						
Journal of Health Economics	0	1/8/20	Associate Editor	Meltem	Daysal	University of Southern Denmark, Odense	Denmark	Europe	55.369120, 10.428161	55.36912	10.428161						
Journal of Health Economics	0	1/8/20	Associate Editor	Abigail 	Friedman	Yale, New Haven, Connecticut	USA	North America	41.316349, -72.922415	41.316349	-72.922415						
Journal of Health Economics	0	1/8/20	Associate Editor	Michael 	Geruso	UT Austin	USA	North America	30.284965, -97.733799	30.284965	-97.733799						
Journal of Health Economics	0	1/8/20	Associate Editor	Joshua 	Gottlieb	Chicago	USA	North America	41.788584, -87.598923	41.788584	-87.598923						
Journal of Health Economics	0	1/8/20	Associate Editor	Tal 	Gross	Boston University	USA	North America	42.350389, -71.105512	42.350389	-71.105512						
Journal of Health Economics	0	1/8/20	Associate Editor	Toshiaki	Iizuka	Tokyo	Japan	Asia	35.712673, 139.761667	35.712673	139.761667						
Journal of Health Economics	0	1/8/20	Associate Editor	Mireille	Jacobson	USC, Los Angeles	USA	North America	34.022299, -118.285184	34.022299	-118.285184						
Journal of Health Economics	0	1/8/20	Associate Editor	Robert	Kaestner	UC Riverside	USA	North America	33.973759, -117.327989	33.973759	-117.327989						
Journal of Health Economics	0	1/8/20	Associate Editor	Jonathan 	Kolstad	UC Berkeley	USA	North America	37.872026, -122.258414	37.872026	-122.258414						
Journal of Health Economics	0	1/8/20	Associate Editor	Elaine	Liu	Houston	USA	North America	29.719921, -95.342180	29.719921	-95.34218						
Journal of Health Economics	0	1/8/20	Associate Editor	Catherine 	Maclean	Temple University, Philadelphia	USA	North America	39.980545, -75.155888	39.980545	-75.155888						
Journal of Health Economics	0	1/8/20	Associate Editor	Sara�	Markowitz 	Emory, Atlanta, Georgia	USA	North America	33.797385, -84.322307	33.797385	-84.322307						
Journal of Health Economics	0	1/8/20	Associate Editor	Robin	McKnight	Wellesley College, Wellesley, Massachusetts	USA	North America	42.293454, -71.305992	42.293454	-71.305992						
Journal of Health Economics	0	1/8/20	Associate Editor	_Sarah	Miller	Michigan, Ann Arbor, Michigan	USA	North America	42.278083, -83.738343	42.278083	-83.738343						
Journal of Health Economics	0	1/8/20	Associate Editor	Edward	Norton	Michigan, Ann Arbor, Michigan	USA	North America	42.278083, -83.738344	42.278083	-83.738344						
Journal of Health Economics	0	1/8/20	Associate Editor	_Robert 	Nuscheler	Augsburg	Germany	Europe	48.332580, 10.896227	48.33258	10.896227						
Journal of Health Economics	0	1/8/20	Associate Editor	Emily	Oster	Brown, Providence, Rhode Island	USA	North America	41.826732, -71.402489	41.826732	-71.402489						
Journal of Health Economics	0	1/8/20	Associate Editor	Maria�	Polyakova	Stanford, California	USA	North America	37.427436, -122.169796	37.427436	-122.169796						
Journal of Health Economics	0	1/8/20	Associate Editor	David	Powell	RAND Corp Washington Office	USA	North America	38.877620, -77.061537	38.87762	-77.061537						
Journal of Health Economics	0	1/8/20	Associate Editor	_Maya	Rossin-Slater	Stanford, California	USA	North America	37.427436, -122.169797	37.427436	-122.169797						
Journal of Health Economics	0	1/8/20	Associate Editor	Neeraj 	Sood	USC, Los Angeles	USA	North America	34.022299, -118.285186	34.022299	-118.285186						
Journal of Health Economics	0	1/8/20	Associate Editor	Mark	Stabile	INSEAD, Fontainebleau	France	Europe	48.405298, 2.686254	48.405298	2.686254						
Journal of Health Economics	0	1/8/20	Associate Editor	Amanda	Starc	Northwestern, Evanston, Illinois	USA	North America	42.056483, -87.675150	42.056483	-87.67515						
